title,origin,is_question,has_keyword,has_number,avg_word_length,count_words,label
Israel: Olmert will am Sonntag seinen Rücktritt einreichen,wiki,0,0,0,6,8,1
Medien: Neue Vergewaltigungsvorwürfe gegen Roman Polanski ,webde,0,1,0,8,6,0
Internationale Arbeitsorganisation verabschiedet erstmals Arbeitsnorm für Hausangestellte,wiki,0,0,0,11,7,1
Dieter Bohlen: So sah der Poptitan als kleiner Junge aus,promi,0,1,0,4,10,0
Angst vor schwarzem Loch: Inbetriebnahme eines neuen Teilchenbeschleunigers soll gerichtlich verhindert werden,wiki,0,0,0,8,12,1
Mel B: Doch keine Entzugsklinik?,promi,1,0,0,5,5,0
Kardinal kritisiert Schwangerschaftsabbruch bei ungeborenen Kindern mit Down-Syndrom,wiki,0,0,0,9,8,1
„Bauer sucht Frau“: Für diese Damen haben sich die Bauern entschieden,promi,0,1,0,5,11,0
Kurt Beck tritt als SPD-Vorsitzender zurück,wiki,0,0,0,6,6,1
Rihanna: Terror-Angst in München? ,webde,1,0,0,6,4,0
Diese Promi-Paare haben trotz Corona geheiratet,promi,0,1,0,6,6,0
Wie gemein ist Harald Schmidt? ,webde,1,0,0,5,5,0
Fußball-WM 2006: Italien ist Weltmeister,wiki,0,0,0,7,4,1
"5 Mythen über Bruce Lee, die sich als falsch herausstellten",promi,0,0,1,5,9,0
Was wurde eigentlich aus Bond-Girl Denise Richards?,promi,1,0,0,6,7,0
Cher: Deshalb sieht sie noch so unglaublich jung aus ,promi,0,1,0,4,9,0
Besserer Schutz für Asylbewerber,wiki,0,0,0,7,4,1
UN-Generalsekretär kritisiert die Rekrutierung von Kindersoldaten im Sudan,wiki,0,0,0,8,8,1
"""Shaun das Schaf 2: UFO-Alarm"": Filmkritik - Ganz schön LU-LA! ",movie,0,0,1,5,8,0
Erneut vier deutsche Soldaten in Afghanistan getötet,wiki,0,0,0,6,7,1
"Das sind die Männer bekannter deutscher Moderatorinnen, Teil 2",promi,0,0,1,6,8,0
CDU und GAL in Hamburg schaffen Studiengebühren in bisheriger Form ab,wiki,0,0,0,5,11,1
Urteil: Rechtsanwalt Freiherr von Gravenreuth ist des vollendeten Betruges schuldig,wiki,0,0,0,7,10,1
Warnung vor Trojanischem Pferd im Internet,wiki,0,0,0,6,6,1
Bachelor 2017: Will Sebastian Pannek seine Ex-Freundin Nathalie zurück?,bravo,1,0,0,7,8,0
Drei Bundeswehr-Soldaten bei Kampfhandlungen in Afghanistan getötet,wiki,0,0,0,8,7,1
"Auf dem See wandeln: Christos ""Floating Piers"" begeisterten 1,3 Millionen Menschen ",webde,0,0,1,6,10,0
Helene Fischer & Florian Silbereisen: So verbrachten sie den Valentinstag,promi,0,1,0,6,9,0
Die Niederlande möchten neue Atomkraftwerke bauen,wiki,0,1,0,7,6,1
TV Programm an Silvester und Neujahr 2019 | Alle Filme und Shows  ,movie,0,1,0,4,10,0
"Gib dir diese Toffifee-Schnecken und du weißt, was du später essen willst – versprochen!",tasty,0,1,0,5,14,0
Die Wollnys: So viel hat Estefania abgenommen ,promi,0,1,0,5,7,0
Hat Palina Rojinski abgenommen? So dünn sieht sie im Dirndl aus,promi,1,1,0,4,11,0
Vereinte Nationen: Guantanamo Bay sollte geschlossen werden,wiki,0,0,0,7,7,1
Harsefeld (Niedersachsen): Kunstraub gescheitert – Bronzebüste sollte zum zweiten Mal gestohlen werden,wiki,0,0,0,7,12,1
"Mai 2019: 5 Spiele-Kracher für PS4, Xbox One und Switch ",movie,0,0,1,5,7,0
"Provinz Yunnan in China - 20 Bergleute tot, 23 weitere vermisst",wiki,0,0,0,5,8,1
Erdbeben im Raum Freiburg,wiki,0,0,0,5,4,1
"Nadine Klein: Größe, Hobby, Männertyp - so tickt die neue „Bachelorette“ ",promi,0,1,0,5,10,0
Munitionslager bei 15-jährigem Jugendlichen entdeckt,wiki,0,0,0,9,4,1
Westerwelle wirbt für Zusammenarbeit der NATO mit Russland,wiki,0,0,0,6,8,1
Sarah Lombardi: Schwanger? Endlich Klartext,promi,1,0,0,7,5,0
Täter gibt nach Bombendrohung in Bünde auf,wiki,0,0,0,5,7,1
Diese YouTube-Stars haben 2017 am meisten verdient ,webde,0,1,0,6,6,0
10 geheime Facts über Julienco!,bravo,0,0,1,6,4,0
Demi Lovato: Ist ihre Familie Schuld am Absturz?,bravo,1,0,0,4,8,0
Glamour? Wo? Andrea Bergs heimelige Tier-Show auf Instagram,promi,1,0,0,6,8,0
Fußball: WM-Aus für deutschen Kapitän Michael Ballack,wiki,0,0,0,6,7,1
„Das Sommerhaus der Stars“: Diese Paare stehen im Finale,promi,0,1,0,5,9,0
Diese beiden unangenehmen Events warten auf Königin Letizia ,promi,0,1,0,6,8,0
17 Monate alten Jungen offenbar mit Rotkohl erstickt,wiki,0,0,0,6,7,1
Marilyn Monroe: Für die Schönheit unters Messer? ,webde,1,0,0,5,7,0
Sonderbriefmarke und Gedenkmünze anlässlich des 250. Geburtstags von Wolfgang Amadeus Mozart,wiki,0,0,0,7,10,1
7 spektakuläre Geheimnisse über Heidi Klum,promi,0,0,1,7,5,0
Könntest du im Mittelalter die Pest überleben?,quiz,1,0,0,5,7,0
Hate-Aktion: Wird Katja Krasavices Buch gestoppt?,bravo,1,0,0,6,6,0
Bundesaußenminister Frank-Walter Steinmeier wird heute 50,wiki,0,0,0,9,5,1
58 nicht englischsprachige Filme im Rennen um den Academy Award,wiki,0,0,0,5,9,1
Doppelgänger der Stars: Das sind die Besten ,promi,0,1,0,5,7,0
Deutsche Serien Quiz,promi,0,1,0,6,3,0
A 95 bei München: 35 Kilogramm Haschisch im Kofferraum,wiki,0,0,0,5,7,1
Muss dieser BTN-Star jetzt aus der Serie aussteigen? ,movie,1,0,0,5,8,0
Benazir Bhutto bei Selbstmordanschlag getötet,wiki,0,0,0,8,5,1
CDU und SPD einigen sich auf Konzept zur Unternehmenssteuer-Reform,wiki,0,0,0,6,9,1
China: 47 Tote nach Feuer im Bus,wiki,0,0,0,3,6,1
BibisBeautyPalace: Ging Bibis Freund Julienco zu weit?,bravo,1,0,0,6,7,0
Neunziger Filme Quiz,promi,0,1,0,6,3,0
Wikinews interviewt Südkoreaner über Beziehungen zu Nordkorea,wiki,0,0,0,7,7,1
Darum verliert ihr jetzt Instagram-Follower,bravo,0,1,0,7,5,0
Warschau: Ermittlungsverfahren gegen „taz“-Redakteur eingeleitet,wiki,0,0,0,11,5,1
Fasst Harry Meghan etwa an den Po? Das Netz schmunzelt über diese Fotos,promi,1,1,0,4,13,0
Sophia Thomalla verletzt: Was ist mit ihrem Bein passiert? ,promi,1,0,0,5,9,0
Jürgen Chrobog mit Familie in Köln eingetroffen,wiki,0,0,0,5,7,1
Taifun Rammasun trifft auf den Südwesten Chinas,wiki,0,0,0,5,7,1
Kriegserklärung Äthiopiens gegen somalische Islamisten,wiki,0,0,0,10,5,1
 Gigi Hadid und Zayn Malik: Haben die beiden heimlich geheiratet? ,bravo,1,0,0,5,10,0
Playstation Classic: Alle Games enthüllt! ,movie,0,1,0,7,5,0
Räuber erfand das Kartenspiel Schwarzer Peter,wiki,0,0,0,6,6,1
"„Sei einzigartig, sei vielfältig, sei Berlin“ – Schülerin gewinnt „be Berlin“-Wettbewerb",wiki,0,0,0,6,11,1
Kerstin Ott und Frau Karolina: So viele Haustiere haben sie,promi,0,1,0,4,10,0
„Ein Colt für alle Fälle“-„Terri“: Was wurde aus Markie Post?,promi,1,1,0,4,10,0
US-Vorwahlen: Republikaner Fred Thompson gibt auf,wiki,0,0,0,7,6,1
„Schokoriegel“-Überfall nach drei Monaten aufgeklärt,wiki,0,0,0,9,5,1
Buchmesse 2.0 – Der Kindle und die Flucht nach vorne,wiki,0,0,1,4,9,1
Thailand soll Flüchtlinge auf dem Ozean ausgesetzt haben,wiki,0,0,0,6,8,1
Hayden Panettiere gibt Twitter-Comeback - so kommt sie zurück ,webde,0,1,0,6,8,0
Libyen: Präsident des libyschen Olympia-Komitees entführt,wiki,0,0,0,8,6,1
Addison Rae: So war ihr erster Kuss,bravo,0,1,0,4,7,0
Premier League live bei Sky: Diese Spiele zeigt Sky im TV und Stream! ,movie,0,1,0,4,13,0
Schäuble für Ankauf von Daten über Steuerhinterzieher,wiki,0,0,0,6,7,1
Endstation Maisfeld: Ausbrecherkönig legt Beschwerde gegen Haftbedingungen ein,wiki,0,0,0,8,8,1
Diese Behauptungen über die Oscars sind falsch,promi,0,1,0,5,7,0
"15 Dinge, die Männer laut diesen Frauen beim Sex nicht mehr tun sollten",buzzfeed,0,1,0,4,12,0
Hartz IV: Von der Leyen zu Gesprächen mit der Opposition bereit,wiki,0,0,0,4,11,1
"""Rogue One"" legt besten Kinostart des Jahres hin ",webde,0,1,0,4,8,0
Kultfilme der 90er: So sehen die Stars heute aus,promi,0,1,0,4,8,0
PS4: 19-jähriger zahlt neun Euro für neue PS4 - Gefängnisstrafe! ,movie,0,1,0,5,6,0
Zweijähriger Tim aus Elmshorn immer noch vermisst – Polizei sucht Erklärung,wiki,0,0,0,5,11,1
6 unglaubliche Fakten über Ilse DeLange ,promi,0,0,1,6,5,0
Noch ein Inder: Mahindra kündigt Elektroauto an,wiki,0,0,0,5,7,1
World Series of Poker 2007 (Turnier 2): Frederic Narciso gewinnt das Event,wiki,0,0,1,5,10,1
"So viel verdienen die ""Riverdale""-Stars!",bravo,0,1,0,6,5,0
Krisenregion Südthailand: Demokratische Partei fordert Umdenken,wiki,0,0,0,9,6,1
Heidi Klum: feiert Model die Trennung von Vito Schnabel einfach weg? ,webde,1,0,0,5,11,0
GPL setzt sich vor deutschem Gericht durch,wiki,0,0,0,5,7,1
Weiterhin Demonstrationen gegen Israels Gaza-Militäroffensive,wiki,0,0,0,11,5,1
Tritt Sarafina Wollny bald vor den Traualtar?,promi,1,0,0,5,7,0
Todesfälle: Diese Promis sind 2015 verstorben,promi,0,1,0,7,5,0
"""Lang lebe die Königin"": So wurde der letzte Film mit Hannelore Elsner vollendet ",webde,0,1,0,5,13,0
DSDS: Diese Sängerinnen würden gut in die Jury passen,promi,0,1,0,4,9,0
„Tote Mädchen lügen nicht“-Star Katherine Langford: So krass ist ihre neue Netflix-Serie,bravo,0,1,0,6,12,0
Rauchentwicklung in Londoner U-Bahn gemeldet,wiki,0,0,0,7,5,1
Kim Gloss im Krankenhaus: So geht es ihr ,promi,0,1,0,4,8,0
RTL: Diese erfolgreiche Tanzshow wird fortgesetzt,promi,0,1,0,7,6,0
Die 10 schönsten Cannes-Looks aller Zeiten,promi,0,0,1,6,5,0
Fingierte Rechnungen über Kanalreinigung in Bayern,wiki,0,0,0,7,6,1
Libyen: Regierungstruppen setzen angeblich Streumunition gegen Aufständische ein,wiki,0,0,0,9,8,1
Stadtarchiv in Köln eingestürzt,wiki,0,0,0,7,4,1
Diese royalen Momente 2018 haben uns besonders bewegt,promi,0,1,0,6,7,0
Finnland: Drei Frauen auf offener Straße erschossen,wiki,0,0,0,6,7,1
Piratenpartei will FDP und Grünen in Hessen das bürgerliche Lager streitig machen,wiki,0,0,0,5,12,1
China unterbindet illegale Holzimporte aus Myanmar,wiki,0,0,0,7,6,1
Mahnwache in Myanmar für nationale Versöhnung,wiki,0,0,0,6,6,1
Naomi Campbell: So gratulierten ihr die Stars zum Geburtstag!,promi,0,1,0,5,9,0
Ann-Kathrin Brömmel – so sexy zeigt sich die Frau von Mario Götze nach der Hochzeit im Bikini ,webde,0,1,0,4,17,0
Sway House: Ist Noah Beck neues Mitglied?,bravo,1,0,0,4,7,0
Zurück in die Schule: Neue Bilder der Monaco-Zwillinge,promi,0,1,0,5,8,0
Mercedes-Silberpfeil wird am 25.1. präsentiert,wiki,0,0,1,9,4,1
Schmalenberg: Tödlicher Unfall durch Winterwetter,wiki,0,0,0,8,5,1
BSF-Anna: So geht es ihr in Namibia,promi,0,1,0,3,7,0
Alternative Nobelpreise 2009: Politisches und soziales Engagement zum Wohle der Menschen gewürdigt,wiki,0,0,0,7,11,1
Horst Mahler schrieb Manifest im Gefängnis München-Stadelheim,wiki,0,0,0,7,7,1
BTN: Entzweit dieser Vorfall Inge und Peggy nun endgültig? ,promi,1,0,0,5,9,0
Zu tiefer Ausschnitt? So reagiert Sylvie Meis auf die Kritik,promi,1,1,0,5,10,0
Nach Krebsbehandlung: So geht es Olivia Newton-John wirklich ,promi,0,1,0,6,8,0
Arbeitslosenzahlen Januar 2006,wiki,0,0,0,12,2,1
Diese Stars stehen zu ihren grauen Haaren ,webde,0,1,0,5,7,0
Sonja Zietlow Quiz ,promi,0,1,0,5,3,0
Esperanto-Atmosphäre auf der Wewelsburg,wiki,0,0,0,8,4,1
 In Quarantäne: Diese Stars lassen sich gehen,promi,0,1,0,5,7,0
Danni Büchner teilt Anfangsbilder mit Jens mit ihren Fans: „Du fehlst so sehr“,promi,0,1,0,5,13,0
Marssonde „Phoenix“ findet Eis auf dem Mars,wiki,0,0,0,5,7,1
Delmenhorst: Neonazi-Schulungszentrum kann wohl nicht mehr verhindert werden,wiki,0,1,0,8,8,1
Bär wieder in Bayern,wiki,0,0,0,4,4,1
Alexander von Schweden feiert seinen 1. Geburtstag,promi,0,0,1,7,6,0
Pakistan: Schwere Gefechte an der Grenze zu Afghanistan,wiki,0,0,0,5,8,1
Gewusst? Sophia Vegas hat persische Wurzeln,promi,1,0,0,6,6,0
Große Wellen verrieten unbekannten Saturnmond,wiki,0,0,0,8,5,1
Terroranschläge auf drei Hotels in Amman,wiki,0,0,0,5,6,1
SO leben die Geissens wirklich,promi,0,1,0,5,5,0
Weniger gentechnisch veränderter Anbau auf deutschen Maisfeldern,wiki,0,0,0,8,7,1
Strafe fürs Weglaufen: Sechzig Peitschenhiebe und sechs Monate Haft,wiki,0,0,0,6,9,1
EKD: Armut in Deutschland – ein Skandal,wiki,0,0,0,4,7,1
Rote Rosen: Sendepause! | Alle Ausfalltermine in der Übersicht! ,movie,0,1,0,6,8,0
Gordon Brown: Britischer Abzug aus Irak angekündigt,wiki,0,0,0,6,7,1
„Dirty Dancing“-„Baby“ in Topform: So sieht Jennifer Grey im Bikini aus,promi,0,1,0,5,11,0
Fotostrecke: U-21-EM-Qualifikation Österreich gegen Bosnien-Herzegowina endet mit Sieg des Gastgebers,wiki,0,0,0,7,9,1
"Bist du mehr Typ A, Typ B oder Typ C?",quiz,1,1,0,2,10,0
Eurosport für 1 Cent: Amazon zieht Angebot zurück ,movie,0,0,1,5,7,0
"ARMY besorgt: Wird es noch schwerer, BTS-Tickets zu kriegen?",bravo,1,0,0,5,9,0
„Wer wird Millionär?“-Sieger: Darum kommt das Geld für ihn genau richtig,promi,1,1,0,5,11,0
NCIS-„Ziva“-Rückkehr: Waren die Produzenten zum Comeback gezwungen?,promi,1,0,0,8,7,0
Anna Heiser gibt Update: So trifft das Coronavirus sie und Gerald in Namibia,promi,0,1,0,4,13,0
Das Wendler-Laura Experten Quiz ,promi,0,1,0,6,4,0
Jerome Boateng: 1. Statement nach Rausschmiss aus National-Elf ,movie,0,0,1,7,7,0
„Alle Berichte und Inhalte über ‚China Offshore-Leaks‘ dringend zensieren und löschen.“,wiki,0,1,0,6,11,1
HHLA-Betriebsrat fordert Ende der Überstunden,wiki,0,0,0,8,5,1
Ariana Grande: Endlich neue Musik,bravo,0,1,0,5,5,0
Niederländische Marine befreit deutsches Schiff vor Somalia,wiki,0,0,0,7,7,1
Über hundert Tote bei Luftangriffen im Jemen,wiki,0,0,0,5,7,1
Wahlen in Simbabwe: Opposition erleidet Niederlage vor dem obersten Gericht,wiki,0,0,0,6,10,1
Herzogin Kate: So sehr freut sie sich für Harry und Meghan,promi,0,1,0,4,11,0
Verkehrsunfall mit Radfahrerin in Krefeld-Hüls,wiki,0,0,0,8,5,1
"Ferngesteuertes Auto – die besten Flitzer für Kinder und Erwachsene
",movie,0,1,0,5,10,0
Die meisten Leute können diese Hunderassen nicht voneinander unterscheiden – und du?,quiz,1,1,0,6,12,0
Brigitte Nielsen: So rächte sie sich einst an Madonna,promi,0,1,0,4,9,0
"7 Promis, die unglaubliche Verbrechen begangen haben",promi,0,0,1,7,6,0
„Lucy“-Darstellerin: So geht es „Dallas“-Star Charlene Tilton heute,promi,0,1,0,7,8,0
Das Coronavirus breitet sich aus,wiki,0,0,0,5,5,1
Vermehrte Angriffe auf Mitarbeiter von Hilfsorganisationen in Darfur,wiki,0,0,0,7,8,1
Chaos Computer Club-Kongress in Berlin,wiki,0,0,0,6,5,1
Endstation Maisfeld für PKW in Ibbenbüren,wiki,0,0,0,6,6,1
„Die Wollnys“: So erlebten sie Haralds Herzinfarkt ,movie,0,1,0,6,7,0
Neue Regierung im Kosovo,wiki,0,1,0,5,4,1
Platz acht für Martina Ertl-Renz im Riesenslalom,wiki,0,0,0,5,7,1
Weltsozialforum 2005 in Porto Alegre,wiki,0,0,0,7,4,1
Kölner Weihbischof wechselt nach Hildesheim,wiki,0,0,0,7,5,1
„Die schrillen Vier auf Achse“: So geht es Chevy Chase heute,promi,0,1,0,4,11,0
Niederländisches Erdgas geht zur Neige,wiki,0,0,0,6,5,1
Johannes Heesters feiert seinen 103. Geburtstag,wiki,0,0,0,7,5,1
Prinz William und Herzogin Kate: „Bitte habt keine Kinder mehr“,promi,0,1,0,5,10,0
USA stehen bei den Klimagesprächen unter Zugzwang,wiki,0,0,0,6,7,1
„The Big Bang Theory“: „Penny“ und „Leonard“ bald Eltern?,promi,1,0,0,5,9,0
Erster südamerikanischer Energiegipfel tagt auf der Isla Margarita,wiki,0,0,0,7,8,1
PS5: Dieses Video der PlayStation 5 erstaunt die Spielewelt! ,movie,0,0,1,6,7,0
Cathy Lugner über Ex-Mann Richard: „Es ist sein Leben und ich möchte damit gar nichts mehr zu tun haben“,promi,0,1,0,4,19,0
Der deutsche Finanzminister Steinbrück äußerte sich kritisch zur Abschaffung des Briefmonopols,wiki,0,0,0,7,11,1
Mounir El Motassadeq zu sieben Jahren Haft verurteilt,wiki,0,0,0,5,8,1
Ist Herzogin Meghan eine Prinzessin? Deshalb wird sie in Archies Geburtsurkunde so betitelt ,promi,1,1,0,6,13,0
So hilft Prinz William dem britischen Rettungsdienst in der Krise,promi,0,1,0,5,10,0
Ausschreitungen bei Atom-Protest in Morsleben,wiki,0,0,0,8,5,1
Raketenstart Irans – eine Ente?,wiki,1,0,0,5,5,1
Michelle Obama: Diese Erinnerung an ihre Hochzeit mit Obama bleibt unvergessen! ,webde,0,1,0,6,11,0
Ozonloch schließt sich langsamer als angenommen,wiki,0,0,0,7,6,1
Endergebnisse der Parlamentswahlen im Irak,wiki,0,0,0,7,5,1
152 Tote bei Flugzeugabsturz in Pakistan,wiki,0,0,0,6,5,1
Microsoft wird Hauptsponsor der World Cyber Games,wiki,0,0,0,6,7,1
Sommer-Grand-Prix-Skispringen 2008: Harri Olli siegt in Courchevel,wiki,0,0,0,8,6,1
Auch in Deutschland werden Autos in Brand gesetzt,wiki,0,0,0,5,8,1
Iran bestreitet Verantwortung für Tankerangriff im Golf von Oman,wiki,0,0,0,6,9,1
Calexit - die Bewegung „Yes California“ will Abspaltung Kaliforniens von den USA,wiki,0,0,0,6,11,1
Irakische Regierung besetzte Innen- und Verteidigungsministerium,wiki,0,0,0,9,6,1
"""Star Wars Jedi: Fallen Order"" Test: So gut ist das Spiel wirklich! |
",movie,0,1,0,4,12,0
Michael Patrick Kelly Quiz,promi,0,1,0,5,4,0
Thomas Gottschalk privat wie nie: So spricht er über Freundin Karina,promi,0,1,0,5,11,0
Diese Krankheit hat „Schwiegertochter Gesucht“-Ingo,promi,0,1,0,9,5,0
Endlich lüften sie das Geheimnis: So heißt der Sohn von Bibi & Julian ,webde,0,1,0,4,12,0
Schon so groß: Angelina Jolie zeigt sich mit ihren Kids ,promi,0,1,0,4,10,0
„Chilling Adventures of Sabrina“ Teil 2: Alles zu den neuen Folgen ,promi,0,0,1,5,10,0
"Diese Pita-Chips sind so einfach, die sind fast schneller gemacht als gefuttert",tasty,0,1,0,5,12,0
Wegen Krankheit: Darum trägt Xavier Naidoo Sonnenbrille,promi,0,1,0,6,7,0
Michelle Hunziker: So sah sie zu Beginn ihrer Karriere aus,promi,0,1,0,4,10,0
„Bachelor“ Sebastian Preuss schmeißt Leah raus – wegen Beauty-OPs?,promi,1,0,0,6,9,0
Regierungskrise in Tschechien: Koalition beendet,wiki,0,0,0,8,5,1
Kony 2012 – Kritik an den Filmemachern,wiki,0,0,0,4,6,1
Reiner Calmund: So viel hat er schon abgenommen ,webde,0,1,0,4,8,0
Erste Hilfe: Neue Leitlinien zur kardiopulmonalen Reanimation,wiki,0,1,0,7,7,1
"5 Dinge, die die Queen immer in ihrer Tasche trägt",promi,0,1,1,4,9,0
NBA: Diese Songs hören die Basketball-Stars privat!,bravo,0,1,0,6,7,0
Bundesparteitag der Piratenpartei Deutschland,wiki,0,0,0,10,4,1
„Bauer sucht Frau“-Michael: So ist der Stand mit Carina jetzt ,promi,0,1,0,5,10,0
Der große Komödiant Leslie Nielsen ist tot,wiki,0,0,0,5,7,1
Kaiserslautern: Benzin als Grillanzünder führt zu erheblichem Brandschaden,wiki,0,0,0,8,8,1
Eltville am Rhein: Psychatrische Klinik in Brand gesetzt,wiki,0,0,0,6,8,1
Michael Jackson: Trauerfeier in Los Angeles,wiki,0,0,0,6,6,1
Diese 10 Ängste werden dich schocken! Davor fürchten sich die Stars,bravo,0,1,1,5,10,0
Meg Ryan und John Mellencamp: Wieder ein Paar? ,webde,1,0,0,4,8,0
Heidelberg: Pädagogische Hochschule fordert Gelder vom Land,wiki,0,0,0,7,7,1
Maite Kelly: Liebes-Comeback mit Florent? ,movie,1,0,0,6,5,0
Europaparlament ruft Klimanotstand aus,wiki,0,0,0,8,4,1
Europaparlament fordert Neufassung der Software-Patentrichtlinie,wiki,0,0,0,11,5,1
Tunesien: Regierungschef Ghannouchi nach Protesten zurückgetreten,wiki,0,0,0,9,6,1
München: Fußtritte gegen den Kopf – Festnahmen wegen versuchten Tötungsdelikts,wiki,0,0,0,6,10,1
Johnny Depp - hat er Amber Heard doch geschlagen? ,webde,1,0,0,4,8,0
So sieht Kurt Cobains Tochter Frances Bean heute aus,promi,0,1,0,4,9,0
Prinz William will 1.5 Millionen Pfund Entschädigung für Paparazzi-Bilder,promi,0,0,1,7,8,0
Prinz Charles & Camilla:Bekommt sie einmal den Titel der Königin?,promi,1,0,0,5,9,0
Schon so groß: Daniela Katzenbergers Tochter kaum wiederzuerkennen,promi,0,1,0,7,8,0
Entsetzen über neues Computerspiel „Muslim-Massaker“,wiki,0,0,0,9,5,1
Pietro Lombardi & Kay One: „Se­ño­ri­ta“ bekommt nach nur 48 Stunden über 3 Millionen Klicks,promi,0,0,1,6,12,0
Bachelor in Paradise: Sind Johannes und Yeliz schon ein Paar? ,movie,1,0,0,5,10,0
„24“: Bekommt die beliebte Serie ein Prequel?,promi,1,0,0,5,7,0
„Indiana Jones“: So sieht Kate Capshaw heute aus,promi,0,1,0,5,8,0
„Dirty Dancing“-„Penny“: So geht es Cynthia Rhodes heute,promi,0,1,0,5,8,0
Indiana Jones 5: Harrison Ford verkündet neue Details! ,movie,0,1,1,6,7,0
War Wendler vs. Pocher Show schon vor Streit geplant? Das sagt der Schlagerstar,promi,1,0,0,5,13,0
Nach 10 Jahren Single-Dasein: Inka Bause sucht einen Freund,promi,0,0,1,5,8,0
Juventus Turin droht der Abstieg,wiki,0,0,0,5,5,1
Shermine Shahrivar & Lapo Elkann: So zelebrieren sie ihre Liebe ,webde,0,1,0,5,9,0
Andrea Kiewel wieder im TV: Diese Gäste kommen zur Silvester-Show ,promi,0,1,0,5,10,0
Truppenabzug aus dem Irak,wiki,0,0,0,5,4,1
Silvia Wollny: Hochzeit mit Harald auf Eis gelegt? ,promi,1,0,0,5,8,0
Sido möchte nicht mehr abhängig sein ,webde,0,1,0,5,6,0
Spaniens Parlament erwägt Schutzrechte für Menschenaffen,wiki,0,0,0,8,6,1
Jeremy Pascal Wollny völlig verändert: Hättet ihr ihn erkannt?,promi,1,0,0,5,9,0
Gefälschter Eintrag bei Wikipedia sorgt für Wirbel,wiki,0,0,0,6,7,1
Äthiopien: Gericht spricht 38 Oppositionspolitiker schuldig,wiki,0,0,0,10,5,1
Norditalien: Verurteilung von 110 Mitgliedern der 'Ndrangheta zu langen Haftstrafen,wiki,0,0,0,7,9,1
Mecklenburg-Vorpommern: Mehrere Tote bei Massenkarambolage im Sandsturm auf der Bundesautobahn 19,wiki,0,0,0,8,10,1
Patient mit Lassafieber aus Uniklinik Frankfurt entlassen,wiki,0,0,0,7,7,1
„Der Bachelor“: Diese Kandidatinnen sind raus ,promi,0,1,0,6,6,0
Sachsen-Anhalt: Antibiotikum Chloramphenicol im Tierfutter festgestellt,wiki,0,0,0,10,6,1
Erster direktstrahlender TV-Satellit Chinas ist in der Umlaufbahn,wiki,0,0,0,7,8,1
Trittin fordert sparsamere Autos,wiki,0,0,0,7,4,1
Mutter der neun toten Säuglinge zu 15 Jahren Haft verurteilt,wiki,0,0,0,5,9,1
Syd Barrett ist tot,wiki,0,0,0,4,4,1
St. Goarshausen: Bergung des Tankers „Waldhof“ abgeschlossen,wiki,0,0,0,7,7,1
Simbabwe: Robert Mugabe gesteht Niederlage angeblich ein,wiki,0,0,0,7,7,1
Wolfgang Bahro: So attraktiv ist sein Sohn David,promi,0,1,0,5,8,0
Zusammen im Urlaub! Was geht da zwischen Lukas Rieger und Faye Montana?,bravo,1,0,0,4,12,0
Komplett-Makeover: So wie auf diesem Bild sieht Jenny Frankhauser nicht mehr aus,promi,0,1,0,5,12,0
Langjährige Haftstrafen wegen Mordes an Mithäftling in der JVA Siegburg,wiki,0,0,0,6,10,1
Elfter Spieltag der Fußball-Bundesligasaison 2005/06,wiki,0,0,0,10,4,1
Nach Kritik: „Söhne Mannheims“ setzen Song von der Tournee ab,wiki,0,0,0,5,10,1
Der DFB hat einen neuen Vorsitzenden: Theo Zwanziger,wiki,0,0,0,5,8,1
Berlins Bürgermeister Wowereit kann weiterregieren – aber mit wem?,wiki,1,0,0,6,9,1
Mindestens 17 Mumien bei Ausgrabungen in Ägypten entdeckt,wiki,0,0,0,6,7,1
"5 Spiele-Highlights für PS4, Xbox One und Switch im August 2019 ",movie,0,0,1,5,8,0
Über 100 Kältetote in Europa,wiki,0,0,0,5,4,1
Schneechaos: Landkreis Ostvorpommern ruft Katastrophenalarm aus,wiki,0,0,0,9,6,1
Schwerer Busunfall bei Ludwigshafen,wiki,0,0,0,8,4,1
Neujahrsempfang der GRÜNEN in Bremen: Wahljahr 2013 ist entscheidend,wiki,0,0,0,6,8,1
Diese YouTuber haben ihre Karriere beendet,bravo,0,1,0,6,6,0
Verurteilter Kindermörder Marc Hoffmann steht erneut unter Tatverdacht,wiki,0,0,0,7,8,1
Spekulationen über Eisfund durch Raumsonde „Phoenix“ auf dem Mars,wiki,0,0,0,6,9,1
Immer mehr Kindesunterhalt muss in Deutschland eingeklagt werden,wiki,0,1,0,7,8,1
Neuer Name für Nintendos Revolution lautet Wii,wiki,0,0,0,5,7,1
BTN-Pascal Kappés: Alle Fotos von Denise gelöscht! ,movie,0,1,0,5,7,0
Steve Jobs verlässt Apple,wiki,0,0,0,5,4,1
Connecticut: Amoklauf an einer Grundschule löst Entsetzen aus,wiki,0,0,0,6,8,1
TV-Comeback: Neue Show für Pietro Lombardi,promi,0,1,0,5,6,0
Mini-Computer im Auto soll für günstigen Strom sorgen,wiki,0,0,0,5,8,1
„Bachelor“-Finale: So waren die Quoten,promi,0,1,0,6,5,0
"6 LGBT-Charaktere in Serien, die wir feiern",promi,0,0,1,5,6,0
"Titanic: So sieht die süße Tanzpartnerin von ""Jack"" heute aus! ",movie,0,1,0,4,10,0
